author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,sum
Buyong Ma,0,0,0,0,0,0,0,1,1,4,1,1,0,1,1,0,0,0,10
Xing Wang,0,0,0,0,0,0,0,1,1,0,3,1,1,0,1,1,0,1,10
Jian Chen,0,0,0,0,0,0,0,1,0,2,1,0,1,1,2,0,1,1,10
Yunfei Xue,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,1,0,0,10
Jun Zhang,0,0,0,0,0,0,2,0,0,2,1,1,1,1,0,0,2,0,10
Kevin C Chan,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,1,1,0,10
Fang-Fang Yin,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,0,0,10
Li He,0,0,0,0,0,0,0,1,0,1,1,2,2,0,1,1,1,0,10
Juan Li,0,0,0,0,0,0,0,1,2,0,0,2,3,0,2,0,0,0,10
Qing Zhang,0,0,0,0,0,0,0,0,1,0,0,1,1,4,3,0,0,0,10
Dalong Ni,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,1,0,0,10
Yan Chen,0,0,0,0,0,0,1,3,0,0,0,1,0,2,1,1,1,0,10
Henrik Zetterberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,10
Hua Li,0,0,0,0,0,0,0,0,2,1,0,1,0,4,2,0,0,0,10
Katsunori Miyake,0,0,0,0,0,0,0,0,0,2,1,4,2,1,0,0,0,0,10
Peng Sang,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,1,1,0,10
Lauren Ancel Meyers,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10
Yuan Gao,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,0,1,1,10
Dong Xu,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,2,0,1,10
Fang Li,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,0,0,0,10
Bo Li,0,0,0,0,0,0,1,0,2,0,0,0,2,1,1,2,0,1,10
Ruxue Wang,0,0,0,0,0,0,0,0,2,1,2,3,1,0,0,0,0,0,9
Xu Lin,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,2,0,9
Min Zhao,0,0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,1,1,9
Ying Xu,0,0,0,0,0,0,1,0,0,1,1,3,0,3,0,0,0,0,9
Xu Cao,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,2,0,9
Xiao-Guang Chen,0,0,0,0,0,0,0,1,0,1,0,1,2,1,1,2,0,0,9
Feng Zhang,0,0,0,0,0,0,0,1,0,0,2,0,1,2,3,0,0,0,9
Xiaobo Xia,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,0,0,0,9
Daniel Raftery,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0,0,2,0,9
Aleksandr Kakinen,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,9
Yali Jia,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,1,0,9
Zheng Zhang,0,0,0,0,0,0,0,3,0,0,2,1,0,3,0,0,0,0,9
Xiaodong Shi,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,9
Ke Zhang,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,1,1,0,9
Andrew D Patterson,0,0,0,0,0,0,0,0,2,1,1,3,2,0,0,0,0,0,9
Michael R Hamblin,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,9
Xiang Xiao,0,0,0,0,0,0,0,3,0,1,1,3,0,0,1,0,0,0,9
Piet Maes,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,9
Chris K C Wong,0,0,0,0,0,0,0,2,0,1,0,3,1,1,0,1,0,0,9
Bing-Hua Jiang,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,0,9
Qian Zhang,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,9
Jean X Jiang,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,2,0,9
Chuan He,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,2,1,9
Qian Liu,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,9
Xing-Jie Liang,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,0,0,9
Yuhuan Li,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,1,0,9
Lei Xing,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,1,0,9
Bing Yan,0,0,0,0,0,0,1,0,2,1,3,0,0,1,0,1,0,0,9
Hui Yang,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,1,0,0,9
Ming Xian,0,0,0,0,0,0,0,0,3,2,1,1,2,0,0,0,0,0,9
Yingxiao Wang,0,0,0,0,0,0,1,1,1,0,0,1,3,0,1,0,0,1,9
Jia Luo,0,0,0,0,0,0,0,1,0,1,3,1,1,0,1,1,0,0,9
Yuan Li,0,0,0,0,0,0,0,2,1,0,1,0,2,2,0,0,1,0,9
Sheng Li,0,0,0,0,0,0,0,1,2,0,1,3,0,1,0,1,0,0,9
Li Ma,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2,0,1,1,9
Yue Li,0,0,0,0,0,0,0,1,2,2,0,2,1,0,0,1,0,0,9
Yue Zhang,0,0,0,0,0,0,0,2,1,1,0,1,1,2,1,0,0,0,9
Seaab Sahib,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,9
Yong Yang,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,1,0,0,9
Jun Qu,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,0,0,0,9
Chun Li,0,0,0,0,0,0,0,0,1,0,1,2,3,2,0,0,0,0,9
Jian Xu,0,0,0,0,0,0,0,1,0,1,2,0,0,1,3,0,1,0,9
Pew-Thian Yap,0,0,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,0,9
Peng George Wang,0,0,0,0,0,0,1,0,0,3,2,2,1,0,0,0,0,0,9
Zhen Gu,0,0,0,0,0,0,0,0,0,1,4,0,0,2,1,1,0,0,9
Ting Xu,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,0,0,0,9
Mei Xu,0,0,0,0,0,0,0,1,0,1,3,1,1,0,1,1,0,0,9
Gilbert S Omenn,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,1,1,9
Chen Zhang,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,1,1,0,9
Lin Zhang,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0,1,0,9
Jian Yang,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,2,0,0,9
Liang Chen,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,0,9
Sheng Zhang,0,0,0,0,0,0,0,0,1,0,2,3,1,1,1,0,0,0,9
Yan Shi,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,0,0,0,9
Kit S Lam,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,2,0,0,9
Bingbing Sun,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,1,0,0,9
Jiyan Liu,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,9
Xiaoming He,0,0,0,0,0,0,0,1,2,0,2,2,1,0,1,0,0,0,9
Shirley J Gee,0,0,0,0,0,0,0,1,2,0,3,0,0,1,2,0,0,0,9
Min Ma,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,0,9
Tatjana Av&#x161;i&#x10d;-&#x17d;upanc,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,0,9
Yu Sun,0,0,0,0,0,0,0,0,1,0,1,1,2,3,1,0,0,0,9
Zhenguo Liu,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,3,1,0,9
Yong Zhu,0,0,0,0,0,0,0,0,0,0,2,4,2,0,1,0,0,0,9
Chongyi Wei,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,1,0,0,9
Ying Gao,0,0,0,0,0,0,0,0,3,2,0,2,1,1,0,0,0,0,9
Lei Huang,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,2,0,0,9
Xin Zhou,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,1,1,0,9
Kirk R Gustafson,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,1,0,9
Xiaobing Zhang,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,9
Hua Zhang,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,1,1,0,9
Debin Wan,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,1,0,0,9
Jonathan L Sessler,0,0,0,0,0,0,0,0,0,2,0,2,1,3,1,0,0,0,9
Yang Zhou,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,1,0,9
Ling Qin,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,2,1,8
Zhongcong Xie,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,2,0,0,8
Dexing Zeng,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,8
Lili Zhang,0,0,0,0,0,0,0,1,2,1,0,1,3,0,0,0,0,0,8
Xiaobo Zhou,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,1,1,8
Akram N Alshawabkeh,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,8
Zhen Yang,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,1,0,8
Lingyi Sun,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,8
Xiao Zhang,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,1,0,8
Jing Zheng,0,0,0,0,0,0,1,2,1,0,2,1,1,0,0,0,0,0,8
Deming Sun,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,2,0,0,8
Jie Yu,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,1,0,8
Kai Li,0,0,0,0,0,0,0,0,0,1,1,0,4,0,2,0,0,0,8
Chien-Fu Hung,0,0,0,0,0,0,0,3,2,0,1,2,0,0,0,0,0,0,8
Marisa C Kozlowski,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,2,0,8
Zhao-Qing Luo,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,2,0,0,8
Tao Liu,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,8
Aijun Wang,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,0,8
Meng Wang,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,8
Jing Cai,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,1,0,8
Yonggang Ke,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,0,0,8
Hao Liang,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,0,0,0,8
Ruiwu Liu,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,2,0,8
Lukasz Wojtas,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,8
Shan Qiao,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,2,1,0,8
Daolin Tang,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,0,0,0,8
Ying Jiang,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,1,0,0,8
Daniel Schlenk,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,8
Su Ryon Shin,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,8
C James Chou,0,0,0,0,0,0,0,0,1,1,3,1,0,2,0,0,0,0,8
Stephen C Pflugfelder,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,8
Feixiong Cheng,0,0,0,0,0,0,0,0,1,1,2,1,2,1,0,0,0,0,8
Hao Zhou,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,1,0,8
Xi Wang,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,1,0,8
Yifan Lyu,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,8
Lin Sun,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,0,1,0,8
Shuo Chen,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,1,1,8
Xudong Wang,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,1,0,0,8
Jian Jing,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,1,0,8
Jie Shen,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,8
Zhiyong Shen,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,1,0,0,8
Chen Wang,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,1,0,0,8
Daibin Zhong,0,0,0,0,0,0,0,1,2,2,0,1,1,0,1,0,0,0,8
Xiao-Ping Zhong,0,0,0,0,0,0,1,0,1,3,1,0,1,0,1,0,0,0,8
Ying He,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,1,0,0,8
Jie Zheng,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,8
Xiaojuan Wang,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,2,0,0,8
Jiang He,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,1,0,0,8
Yong-Min Lee,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,1,0,8
Sandra Junglen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,8
Lei Chen,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,1,0,0,8
Ling Zhang,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,1,0,0,8
Hu Yang,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,1,8
I-Ting Teng,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,8
Jun Zhao,0,0,0,0,0,0,0,0,1,0,0,2,3,2,0,0,0,0,8
Zhen-Lin Xu,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,8
Yi Zhou,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,8
Min Chen,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,8
Zhuang Liu,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,1,0,0,8
Huan Liu,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,8
Wonwoo Nam,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,1,0,8
Hao Sun,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,1,0,0,8
Shuguang Lyu,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,8
Han Zhang,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0,8
Gang Chen,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3,0,0,8
Zhen Chen,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,0,0,8
Zhongwu Guo,0,0,0,0,0,0,1,0,3,2,1,0,1,0,0,0,0,0,8
Hao Hong,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,0,0,0,8
Yu Xia,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,8
Qi Chen,0,0,0,0,0,0,0,1,1,0,0,0,1,2,3,0,0,0,8
Ying Song,0,0,0,0,0,0,0,4,2,0,0,0,1,0,1,0,0,0,8
Yunlong Huang,0,0,0,0,0,0,1,0,2,0,0,1,2,2,0,0,0,0,8
Michael Aschner,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,0,8
Ji Wang,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,0,0,8
Jian-Kang Zhu,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,8
Qian Yang,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,8
Mingming Zhang,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,8
Jun Yan,0,0,0,0,0,0,0,0,1,1,2,0,3,0,1,0,0,0,8
Ming Li,0,0,0,0,0,0,0,1,1,0,1,2,1,2,0,0,0,0,8
Hua Wang,0,0,0,0,0,0,0,1,2,0,0,2,0,1,2,0,0,0,8
Chun Lu,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,8
Xiang Gao,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,0,0,8
Fang Yang,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,8
Ping Zhang,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,1,0,0,8
Qing Li,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,8
Hui Shen,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,1,0,8
Ke Wang,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,2,0,0,8
Guo-Wei Wei,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,8
Han-Zhu Qian,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,0,0,8
Hao Li,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,8
Na Liu,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,0,8
Lin Yang,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,8
Xuejun Wang,0,0,0,0,0,0,0,1,0,0,2,1,2,0,1,1,0,0,8
Guang Yang,0,0,0,0,0,0,0,1,1,2,1,1,0,0,2,0,0,0,8
Hong Chen,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,1,8
Zhiwei Feng,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,1,0,8
Minhui Ouyang,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,1,8
Cong Li,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,2,0,8
Fei Yu,0,0,0,0,0,0,0,1,0,1,0,3,2,1,0,0,0,0,8
Jia Zhou,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,8
Ying Zhu,0,0,0,0,0,0,0,0,0,2,0,2,1,3,0,0,0,0,8
Han Wang,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,1,0,8
Cheng Wang,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,1,0,0,8
Li Yang,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,8
Yuan Wang,0,0,0,0,0,0,1,1,0,1,2,0,0,2,0,1,0,0,8
Lin-Kun An,0,0,0,0,0,0,0,0,1,1,0,2,1,0,2,1,0,0,8
Yun Peng,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,2,8
Wei Lu,0,0,0,0,0,0,0,1,2,0,1,0,2,2,0,0,0,0,8
Ning Li,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,1,0,8
Ming Liu,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0,8
Wei Sun,0,0,0,0,0,0,0,1,0,0,2,1,1,2,0,1,0,0,8
Junmei Wang,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,2,0,8
Xiao Li,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,1,8
Jun Zhu,0,0,0,0,0,0,0,2,1,1,1,1,2,0,0,0,0,0,8
Yu Zou,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,1,8
Yu-Dong Shen,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,8
Yan Lu,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,1,8
David J Newman,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,8
Manik Lal Saha,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,8
Gang Zhao,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,0,1,0,8
A A Leslie Gunatilaka,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,0,0,0,8
Zhenfeng Li,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,8
Wei Wu,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,1,0,7
Nicholas Andrikopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,7
Christopher F Basler,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,7
Lishan Su,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,1,0,7
Yu Shrike Zhang,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,7
Tao Chen,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,1,0,0,7
Qing Dai,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,7
Bin Wang,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,7
William H Gerwick,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0,0,7
John A Sweeney,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,1,7
Qing He,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,7
Xiaoying Tang,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,7
Huayuan Tang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,7
Aubin Moutal,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,7
Zhenlong Wu,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,1,0,7
Jacqueline A Frank,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,0,0,0,7
Mar&#xed;a A Ayll&#xf3;n,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,7
Wen Zhang,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,2,0,7
Lei Zhou,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,7
Qingzhao Zhang,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,0,7
Jialin C Zheng,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,0,0,7
Ying Shao,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,7
Yan Ma,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,7
Lili Wang,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,7
Limin Zhang,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,7
Peng Li,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,7
Shuang Li,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,2,0,0,7
Xiude Hua,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,7
Song Gao,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,0,7
Bin Jiang,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,7
Wen-Juan Hao,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,7
Hao Zhu,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,7
Jian Rong,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,7
Chong Hyun Chang,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,7
Rong Xu,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,0,7
John A Detre,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,1,7
Ting Li,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,7
Haifa Shen,0,0,0,0,0,0,1,0,2,0,1,1,0,0,2,0,0,0,7
Jie Zhou,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,7
Xiaowei Zhang,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,7
Hui Zhao,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,7
Guangming Li,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,7
Shu-Jiang Tu,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,7
Jia Li,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,0,7
Susannah Waxman,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,7
He Zhu,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,7
Rajesh Khanna,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,7
Chao Liu,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,7
Yuhua Wang,0,0,0,0,0,0,0,1,2,1,2,0,0,0,1,0,0,0,7
Dawei Cai,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,7
Guangbin Dong,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,0,0,0,7
Zheng W Chen,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,7
Yuhua Ruan,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,7
Kai Yang,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,7
Haiwei Gu,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,7
Brian J Teppen,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,7
Xi He,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,0,0,7
Will M Lee,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,7
Xingwang Hou,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,7
Fan Zhang,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0,0,7
Xiang Wu,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,1,7
Yi Tang,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,7
Yuejiao Zhou,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1,0,0,7
Xinyu Zhou,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,7
Hui Zheng,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,1,0,0,7
Jian Huang,0,0,0,0,0,0,1,2,0,1,2,0,0,1,0,0,0,0,7
Yi Yang,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,0,0,7
Fang Fang,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,0,7
Cheng Zhang,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,7
Wei Wei,0,0,0,0,0,0,1,1,0,2,0,1,1,0,1,0,0,0,7
Cheng Ma,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,7
Bin Yang,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,0,0,7
Qiang Wang,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,7
Yang Sun,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2,0,7
Hanbo Chen,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,0,7
Guocan Yu,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,7
Junxue Chen,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,7
Ruizi Peng,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,7
Miao He,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,7
Qing Liu,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,1,0,7
Lei Liu,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,7
Aparna Nandakumar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,7
Min Xu,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,1,0,7
Huafeng Wei,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,7
